id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_id,party_name,num_in_party,anketa_url,photo,photo_id,gender,birthday,education,old_profession,old_post
5539,7500,mp-d169_skl4,4,Ісаєв Леонід Олексійович,Леонід,Олексійович,Ісаєв,Л.О.,,14.05.2002,25.05.2006,"Виборчий округ № 169, Харківська область",Виборчий округ № 169,169,Харківська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5539/5,http://static.rada.gov.ua/dep_img4/d169.jpg,d169,1,17.04.1937,Вища,інженер-механік,"начальник Державного підприємства ""Харківський метрополітен"""
2524,7474,mp-d156_skl4,4,Абдуллін Олександр Рафкатович,Олександр,Рафкатович,Абдуллін,О.Р.,,14.05.2002,25.05.2006,"Виборчий округ № 156, Рівненська область",Виборчий округ № 156,156,Рівненська область,-522,"Виборчий блок політичних партій ""Демократична партія України – партія ""Демократичний союз""",,http://itd.rada.gov.ua/mps/info/expage/2524/5,http://static.rada.gov.ua/dep_img4/d156.jpg,d156,1,29.06.1962,Вища,журналіст,народний депутат України третього скликання
5523,7274,mp-d54_skl4,4,Авраменко Володимир Федорович,Володимир,Федорович,Авраменко,В.Ф.,,14.05.2002,25.05.2006,"Виборчий округ № 54, Донецька область",Виборчий округ № 54,54,Донецька область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5523/5,http://static.rada.gov.ua/dep_img4/d54.jpg,d54,1,18.04.1959,Вища,інженер-механік машин і апаратів харчових виробництв,"голова ради директорів торговельно-виробничої фірми ""Полюс"""
2326,7426,mp-d132_skl4,4,Акопян Валерій Григорович,Валерій,Григорович,Акопян,В.Г.,,14.05.2002,25.05.2006,"Виборчий округ № 132, Миколаївська область",Виборчий округ № 132,132,Миколаївська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/2326/5,http://static.rada.gov.ua/dep_img4/d132.jpg,d132,1,20.07.1958,Вища,економіст,народний депутат України третього скликання
5457,7846,mp-kpu50_skl4,4,Алексєєв Ігор Вікторович,Ігор,Вікторович,Алексєєв,І.В.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 50/",,,,5,Комуністична партія України,50,http://itd.rada.gov.ua/mps/info/expage/5457/5,http://static.rada.gov.ua/dep_img4/kpu50.jpg,kpu50,1,10.01.1960,Вища,магістр зовнішньої політики,консул Дипломатичної місії України в Королівстві Данія
2110,7788,mp-kpu21_skl4,4,Александровська Алла Олександрівна,Алла,Олександрівна,Александровська,А.О.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 21/",,,,5,Комуністична партія України,21,http://itd.rada.gov.ua/mps/info/expage/2110/5,http://static.rada.gov.ua/dep_img4/kpu21.jpg,kpu21,2,07.12.1948,Вища,інженер-механік,народний депутат України третього скликання
661,7710,mp-nu52_skl4,4,Альошин Валерій Борисович,Валерій,Борисович,Альошин,В.Б.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 52/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",52,http://itd.rada.gov.ua/mps/info/expage/661/5,http://static.rada.gov.ua/dep_img4/nu52.jpg,nu52,1,01.01.1957,Вища,економіст,народний депутат України третього скликання
5429,7226,mp-d30_skl4,4,Анісімов В'ячеслав Олександрович,В'ячеслав,Олександрович,Анісімов,В.О.,,14.05.2002,25.05.2006,"Виборчий округ № 30, Дніпропетровська область",Виборчий округ № 30,30,Дніпропетровська область,5,Комуністична партія України,,http://itd.rada.gov.ua/mps/info/expage/5429/5,http://static.rada.gov.ua/dep_img4/d30.jpg,d30,1,04.03.1955,Вища,інженер-металург,"кореспондент газети ""Знамя Дзержинки"" ВАТ ""Дніпровський металургійний комбінат ім. Ф.Е.Дзержинського"""
2104,7812,mp-kpu33_skl4,4,Аніщук Володимир Васильович,Володимир,Васильович,Аніщук,В.В.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 33/",,,,5,Комуністична партія України,33,http://itd.rada.gov.ua/mps/info/expage/2104/5,http://static.rada.gov.ua/dep_img4/kpu33.jpg,kpu33,1,09.12.1943,Вища,викладач історії та суспільствознавства,народний депутат України третього скликання
2961,7826,mp-kpu40_skl4,4,Анастасієв Валентин Олексійович,Валентин,Олексійович,Анастасієв,В.О.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 40/",,,,5,Комуністична партія України,40,http://itd.rada.gov.ua/mps/info/expage/2961/5,http://static.rada.gov.ua/dep_img4/kpu40.jpg,kpu40,1,22.02.1925,Вища,інженер-радіотелемеханік,народний депутат України третього скликання
2222,8038,mp-sdpu10_skl4,4,Андресюк Борис Павлович,Борис,Павлович,Андресюк,Б.П.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Соціал-демократична партія України (об'єднана) /№ у списку - 10/",,,,53,Соціал-демократична партія України (об'єднана),10,http://itd.rada.gov.ua/mps/info/expage/2222/5,http://static.rada.gov.ua/dep_img4/sdpu10.jpg,sdpu10,1,19.02.1956,Вища,інженер-будівельник,народний депутат України третього скликання
5605,8093,mp-d11_skl4,4,Антемюк Віктор Дмитрович,Віктор,Дмитрович,Антемюк,В.Д.,,14.05.2002,25.05.2006,"Виборчий округ № 11, Вінницька область",Виборчий округ № 11,11,Вінницька область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5605/5,http://static.rada.gov.ua/dep_img4/d11.jpg,d11,1,10.04.1963,Вища,,"президент благодійного фонду ""Довіра"""
2318,7360,mp-d99_skl4,4,Антоньєва Ганна Петрівна,Ганна,Петрівна,Антоньєва,Г.П.,,14.05.2002,25.05.2006,"Виборчий округ № 99, Кіровоградська область",Виборчий округ № 99,99,Кіровоградська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/2318/5,http://static.rada.gov.ua/dep_img4/d99.jpg,d99,2,29.08.1961,Вища,вчитель історії та суспільствознавства,народний депутат України третього скликання
5556,7320,mp-d77_skl4,4,Артеменко Юрій Анатолійович,Юрій,Анатолійович,Артеменко,Ю.А.,,14.05.2002,08.09.2005,"Виборчий округ № 77, Запорізька область",Виборчий округ № 77,77,Запорізька область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5556/5,http://static.rada.gov.ua/dep_img4/d77.jpg,d77,1,28.02.1963,Вища,журналіст,"головний редактор товариства з обмеженою відповідальністю ""Газета ""МИГ"""
2165,7596,mp-d220_skl4,4,Асадчев Валерій Михайлович,Валерій,Михайлович,Асадчев,В.М.,,14.05.2002,25.05.2006,"Виборчий округ № 220, м. Київ",Виборчий округ № 220,220,м. Київ,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/2165/5,http://static.rada.gov.ua/dep_img4/d220.jpg,d220,1,14.07.1953,Вища,"інженер-механік, хоровий диригент, юрист",народний депутат України третього скликання
5533,7384,mp-d111_skl4,4,Астров-Шумілов Геннадій Костянтинович,Геннадій,Костянтинович,Астров-Шумілов,Г.К.,,14.05.2002,25.05.2006,"Виборчий округ № 111, Луганська область",Виборчий округ № 111,111,Луганська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5533/5,http://static.rada.gov.ua/dep_img4/d111.jpg,d111,1,13.09.1937,Вища,"гірничий інженер, фахівець з розробки родовищ корисних копалин","генеральний директор - голова правління державної холдингової компанії ""Ровенькиантрацит"""
5584,7570,mp-d207_skl4,4,Атрошенко Владислав Анатолійович,Владислав,Анатолійович,Атрошенко,В.А.,,14.05.2002,07.07.2005,"Виборчий округ № 207, Чернігівська область",Виборчий округ № 207,207,Чернігівська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/5584/5,http://static.rada.gov.ua/dep_img4/d207.jpg,d207,1,05.12.1968,Вища,інженер-електромеханік,"голова правління закритого акціонерного товариства ""Агроенергопостач"", м. Чернігів"
3471,7362,mp-d100_skl4,4,Біловол Олександр Миколайович,Олександр,Миколайович,Біловол,О.М.,,14.05.2002,25.05.2006,"Виборчий округ № 100, Кіровоградська область",Виборчий округ № 100,100,Кіровоградська область,-522,"Виборчий блок політичних партій ""Демократична партія України – партія ""Демократичний союз""",,http://itd.rada.gov.ua/mps/info/expage/3471/5,http://static.rada.gov.ua/dep_img4/d100.jpg,d100,1,11.01.1962,Вища,"лікар, юрист, провізор",народний депутат України третього скликання
5503,7746,mp-nu70_skl4,4,Білозір Оксана Володимирівна,Оксана,Володимирівна,Білозір,О.В.,,14.05.2002,03.03.2005,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 70/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",70,http://itd.rada.gov.ua/mps/info/expage/5503/5,http://static.rada.gov.ua/dep_img4/nu70.jpg,nu70,2,30.05.1957,Вища,"викладач фахових дисциплін, керівник хору, магістр зовнішньої політики та дипломатії",завідуюча кафедрою Київського національного університету культури і мистецтв
2083,7946,mp-but6_skl4,4,Білорус Олег Григорович,Олег,Григорович,Білорус,О.Г.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Виборчий блок Юлії Тимошенко"" /№ у списку - 6/",,,,96,"Виборчий блок політичних партій ""Виборчий блок Юлії Тимошенко""",6,http://itd.rada.gov.ua/mps/info/expage/2083/5,http://static.rada.gov.ua/dep_img4/but6.jpg,but6,1,14.10.1939,Вища,економіст,народний депутат України третього скликання
4403,8452,mp-nu76_skl4,4,Бірюк Лев Васильович,Лев,Васильович,Бірюк,Л.В.,,16.03.2005,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 76/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",76,http://itd.rada.gov.ua/mps/info/expage/4403/5,http://static.rada.gov.ua/dep_img4/nu76.jpg,nu76,1,31.05.1946,Вища,,помічник-консультант народного депутата України
2337,7792,mp-kpu23_skl4,4,Бабурін Олексій Васильович,Олексій,Васильович,Бабурін,О.В.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 23/",,,,5,Комуністична партія України,23,http://itd.rada.gov.ua/mps/info/expage/2337/5,http://static.rada.gov.ua/dep_img4/kpu23.jpg,kpu23,1,11.01.1949,Вища,інженер-хімік,народний депутат України третього скликання
5424,7532,mp-d186_skl4,4,Баграєв Микола Георгійович,Микола,Георгійович,Баграєв,М.Г.,,14.05.2002,25.05.2006,"Виборчий округ № 186, Херсонська область",Виборчий округ № 186,186,Херсонська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5424/5,http://static.rada.gov.ua/dep_img4/d186.jpg,d186,1,19.06.1964,Вища,інженер-будівельник,член Національної ради України з питань телебачення і радіомовлення
5521,7264,mp-d49_skl4,4,Байсаров Леонід Володимирович,Леонід,Володимирович,Байсаров,Л.В.,,14.05.2002,25.05.2006,"Виборчий округ № 49, Донецька область",Виборчий округ № 49,49,Донецька область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5521/5,http://static.rada.gov.ua/dep_img4/d49.jpg,d49,1,19.06.1947,Вища,"гірничий інженер, економіст","голова правління  відкритого акціонерного товариства ""Вугільна компанія"" Шахта ""Красноармійська Західна № 1"""
5566,7308,mp-d71_skl4,4,Балога Віктор Іванович,Віктор,Іванович,Балога,В.І.,,14.05.2002,08.09.2005,"Виборчий округ № 71, Закарпатська область",Виборчий округ № 71,71,Закарпатська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5566/5,http://static.rada.gov.ua/dep_img4/d71.jpg,d71,1,15.06.1963,Вища,товарознавець,"голова правління товариства з обмеженою відповідальністю ""Барва"""
807,7514,mp-d176_skl4,4,Бандурка Олександр Маркович,Олександр,Маркович,Бандурка,О.М.,,14.05.2002,25.05.2006,"Виборчий округ № 176, Харківська область",Виборчий округ № 176,176,Харківська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/807/5,http://static.rada.gov.ua/dep_img4/d176.jpg,d176,1,24.04.1937,Вища,"економіст, юрист",народний депутат України третього скликання
4270,8012,mp-spu18_skl4,4,Баранівський Олександр Петрович,Олександр,Петрович,Баранівський,О.П.,,14.05.2002,03.03.2005,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 18/",,,,2,Соціалістична партія України,18,http://itd.rada.gov.ua/mps/info/expage/4270/5,http://static.rada.gov.ua/dep_img4/spu18.jpg,spu18,1,28.03.1955,Вища,вчений агроном,помічник-консультант народного депутата України
5498,7718,mp-nu56_skl4,4,Бартків Василь Павлович,Василь,Павлович,Бартків,В.П.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 56/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",56,http://itd.rada.gov.ua/mps/info/expage/5498/5,http://static.rada.gov.ua/dep_img4/nu56.jpg,nu56,1,30.03.1967,Вища,правознавець,"заступник голови правління відкритого акціонерного товариства ""Полтаванафтопродукт"""
5528,7326,mp-d80_skl4,4,Бастрига Іван Михайлович,Іван,Михайлович,Бастрига,І.М.,,14.05.2002,25.05.2006,"Виборчий округ № 80, Запорізька область",Виборчий округ № 80,80,Запорізька область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5528/5,http://static.rada.gov.ua/dep_img4/d80.jpg,d80,1,27.12.1937,Вища,інженер-металург,"президент відкритого акціонерного товариства ""Запорізький алюмінієвий комбінат"""
5547,7564,mp-d204_skl4,4,Бауер Михайло Йозефович,Михайло,Йозефович,Бауер,М.Й.,,14.05.2002,25.05.2006,"Виборчий округ № 204, Чернівецька область",Виборчий округ № 204,204,Чернівецька область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5547/5,http://static.rada.gov.ua/dep_img4/d204.jpg,d204,1,08.11.1952,Вища,біолог,начальник управління освіти і науки Чернівецької обласної державної адміністрації
5520,7250,mp-d42_skl4,4,Бахтеєва Тетяна Дмитрівна,Тетяна,Дмитрівна,Бахтеєва,Т.Д.,,14.05.2002,25.05.2006,"Виборчий округ № 42, Донецька область",Виборчий округ № 42,42,Донецька область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5520/5,http://static.rada.gov.ua/dep_img4/d42.jpg,d42,2,27.11.1953,Вища,лікар-лікувальник,головний лікар  Донецького обласного клінічного територіального медичного об’єднання
665,7632,mp-nu13_skl4,4,Безсмертний Роман Петрович,Роман,Петрович,Безсмертний,Р.П.,,14.05.2002,03.03.2005,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 13/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",13,http://itd.rada.gov.ua/mps/info/expage/665/5,http://static.rada.gov.ua/dep_img4/nu13.jpg,nu13,1,15.11.1965,Вища,вчитель історії та суспільствознавства,народний депутат України третього скликання
2174,7602,mp-d223_skl4,4,Беспалий Борис Якович,Борис,Якович,Беспалий,Б.Я.,,14.05.2002,25.05.2006,"Виборчий округ № 223, м. Київ",Виборчий округ № 223,223,м. Київ,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/2174/5,http://static.rada.gov.ua/dep_img4/d223.jpg,d223,1,25.05.1953,Вища,математик,народний депутат України третього скликання
5576,7526,mp-d183_skl4,4,Беспалов Олег Павлович,Олег,Павлович,Беспалов,О.П.,,14.05.2002,25.05.2006,"Виборчий округ № 183, Херсонська область",Виборчий округ № 183,183,Херсонська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5576/5,http://static.rada.gov.ua/dep_img4/d183.jpg,d183,1,06.11.1949,Вища,офіцер-політпрацівник,"консультант Закритого акціонерного товариства ""Концерн Регіони України"""
5508,7216,mp-d25_skl4,4,Бичков Сергій Анатолійович,Сергій,Анатолійович,Бичков,С.А.,,14.05.2002,25.05.2006,"Виборчий округ № 25, Дніпропетровська область",Виборчий округ № 25,25,Дніпропетровська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5508/5,http://static.rada.gov.ua/dep_img4/d25.jpg,d25,1,21.07.1961,Вища,"інженер-будівельник, фахівець з промислового і цивільного будівництва, юрист, правознавець",заступник голови Дніпропетровської обласної державної адміністрації
2089,7766,mp-kpu10_skl4,4,Блохін Олег Володимирович,Олег,Володимирович,Блохін,О.В.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 10/",,,,5,Комуністична партія України,10,http://itd.rada.gov.ua/mps/info/expage/2089/5,http://static.rada.gov.ua/dep_img4/kpu10.jpg,kpu10,1,05.11.1952,Вища,викладач фізичної культури та спорту,народний депутат України третього скликання
3469,7248,mp-d41_skl4,4,Богатирьова Раїса Василівна,Раїса,Василівна,Богатирьова,Р.В.,,14.05.2002,25.05.2006,"Виборчий округ № 41, Донецька область",Виборчий округ № 41,41,Донецька область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/3469/5,http://static.rada.gov.ua/dep_img4/d41.jpg,d41,2,06.01.1953,Вища,"лікар, правознавець",народний депутат України третього скликання
5447,7366,mp-d102_skl4,4,Бойко Віктор Олексійович,Віктор,Олексійович,Бойко,В.О.,,14.05.2002,25.05.2006,"Виборчий округ № 102, Кіровоградська область",Виборчий округ № 102,102,Кіровоградська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5447/5,http://static.rada.gov.ua/dep_img4/d102.jpg,d102,1,06.07.1961,Вища,інженер-електрик,радник голови правління  Національної акціонерної компанії “Украгролізинг”
5471,7872,mp-eu4_skl4,4,Бойко Володимир Семенович,Володимир,Семенович,Бойко,В.С.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""За Єдину Україну!"" /№ у списку - 4/",,,,97,"Виборчий блок політичних партій ""За Єдину Україну!""",4,http://itd.rada.gov.ua/mps/info/expage/5471/5,http://static.rada.gov.ua/dep_img4/eu4.jpg,eu4,1,20.09.1938,Вища,інженер-металург,"генеральний директор відкритого акціонерного товариства ""Маріупольський металургійний комбінат ім. Ілліча"" "
5583,7356,mp-d97_skl4,4,Бойко Юрій Анатолійович,Юрій,Анатолійович,Бойко,Ю.А.,,14.05.2002,25.05.2006,"Виборчий округ № 97, Київська область",Виборчий округ № 97,97,Київська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/5583/5,http://static.rada.gov.ua/dep_img4/d97.jpg,d97,1,24.10.1961,Вища,"художник-графік, бакалавр богослов'я","священик храму Святих великомучеників Бориса і Гліба, ректор колегії святителя Петра Могили"
2180,7982,mp-spu2_skl4,4,Бокий Іван Сидорович,Іван,Сидорович,Бокий,І.С.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 2/",,,,2,Соціалістична партія України,2,http://itd.rada.gov.ua/mps/info/expage/2180/5,http://static.rada.gov.ua/dep_img4/spu2.jpg,spu2,1,20.02.1942,Вища,журналіст,народний депутат України третього скликання
5421,7210,mp-d22_skl4,4,Бондар Володимир Налькович,Володимир,Налькович,Бондар,В.Н.,,14.05.2002,15.06.2005,"Виборчий округ № 22, Волинська область",Виборчий округ № 22,22,Волинська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/5421/5,http://static.rada.gov.ua/dep_img4/d22.jpg,d22,1,16.10.1968,Вища,вчитель історії та соціально-політичних дисциплін,"директор центру муніципальних реформ ""Луцьк-1432"""
1393,7594,mp-d219_skl4,4,Бондаренко Володимир Дмитрович,Володимир,Дмитрович,Бондаренко,В.Д.,,14.05.2002,25.05.2006,"Виборчий округ № 219, м. Київ",Виборчий округ № 219,219,м. Київ,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/1393/5,http://static.rada.gov.ua/dep_img4/d219.jpg,d219,1,04.12.1952,Вища,"історик, юрист",народний депутат України третього скликання
5530,7346,mp-d92_skl4,4,Бондаренко Григорій Іванович,Григорій,Іванович,Бондаренко,Г.І.,,14.05.2002,25.05.2006,"Виборчий округ № 92, Київська область",Виборчий округ № 92,92,Київська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5530/5,http://static.rada.gov.ua/dep_img4/d92.jpg,d92,1,13.03.1941,Вища,економіст,заступник голови Державної податкової адміністрації України
2154,8411,mp-nu74_skl4,4,Бондаренко Олена Федорівна,Олена,Федорівна,Бондаренко,О.Ф.,,01.02.2005,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 74/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",74,http://itd.rada.gov.ua/mps/info/expage/2154/5,http://static.rada.gov.ua/dep_img4/nu74.jpg,nu74,2,13.02.1955,Вища,,тимчасово не працює
2118,7818,mp-kpu36_skl4,4,Бондарчук Олександр Васильович,Олександр,Васильович,Бондарчук,О.В.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 36/",,,,5,Комуністична партія України,36,http://itd.rada.gov.ua/mps/info/expage/2118/5,http://static.rada.gov.ua/dep_img4/kpu36.jpg,kpu36,1,30.09.1957,Вища,інженер-механік,народний депутат України третього скликання
