id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education
15672,369,mp-ud16_skl7,7,Іонова Марія Миколаївна,Марія,Миколаївна,Іонова,М.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 16/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",16,"освіта вища,<br>заступник голови Центрального виконавчого комітету з проектів та програм міжнародного співробітництва Політичної партії ""УДАР Віталія Кличка"",<br>член Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 16.",http://itd.rada.gov.ua/mps/info/expage/15672/8,http://static.rada.gov.ua/dep_img7/ud16.jpg,ud16,2,31.05.1978,Вища
793,112,mp-d112_1_skl7,7,Іоффе Юлій Якович,Юлій,Якович,Іоффе,Ю.Я.,12.12.2012,27.11.2014,"Виборчий округ № 112, Луганська область",Виборчий округ № 112,112,Луганська область,94,Партія регіонів,,"освіта вища,<br>президент,<br>ТОВ ""ДВ нафтогазовидобувна компанія"",<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/793/8,http://static.rada.gov.ua/dep_img7/d112_1.jpg,d112_1,1,10.12.1940,Вища
15685,385,mp-ud32_skl7,7,Іщенко Валерій Олександрович,Валерій,Олександрович,Іщенко,В.О.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 32/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",32,"освіта вища,<br>фінансовий директор,<br>ПП ""Південний"",<br>член Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 32.",http://itd.rada.gov.ua/mps/info/expage/15685/8,http://static.rada.gov.ua/dep_img7/ud32.jpg,ud32,1,11.11.1973,Вища
2524,317,mp-but28_skl7,7,Абдуллін Олександр Рафкатович,Олександр,Рафкатович,Абдуллін,О.Р.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 28/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",28,"освіта вища,<br>народний депутат України,<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 28.",http://itd.rada.gov.ua/mps/info/expage/2524/8,http://static.rada.gov.ua/dep_img7/but28.jpg,but28,1,29.06.1962,Вища
15650,313,mp-but24_skl7,7,Аваков Арсен Борисович,Арсен,Борисович,Аваков,А.Б.,12.12.2012,17.03.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 24/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",24,"освіта вища,<br>голова Спостережної ради – президент,<br>ПАТ ""Інвестор"",<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в місті Харкові,<br>судимість відсутня,<br>включений до виборчого списку під № 24.",http://itd.rada.gov.ua/mps/info/expage/15650/8,http://static.rada.gov.ua/dep_img7/but24.jpg,but24,1,02.01.1964,Вища
15682,382,mp-ud29_skl7,7,Аверченко Сергій Миколайович,Сергій,Миколайович,Аверченко,С.М.,12.12.2012,01.04.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 29/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",29,"освіта вища,<br>голова правління,<br>Обласне об’єднання організацій роботодавців Чернігівщини,<br>член Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"",<br>проживає в місті Чернігові,<br>судимість відсутня,<br>включений до виборчого списку під № 29.",http://itd.rada.gov.ua/mps/info/expage/15682/8,http://static.rada.gov.ua/dep_img7/ud29.jpg,ud29,1,30.01.1965,Вища
15669,361,mp-ud8_skl7,7,Агафонова Наталія Володимирівна,Наталія,Володимирівна,Агафонова,Н.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 8/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",8,"освіта вища,<br>податковий консультант,<br>ТОВ ""Нестле Україна"",<br>безпартійнa,<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 8.",http://itd.rada.gov.ua/mps/info/expage/15669/8,http://static.rada.gov.ua/dep_img7/ud8.jpg,ud8,2,19.09.1977,Вища
805,222,mp-reg1_skl7,7,Азаров Микола Янович,Микола,Янович,Азаров,М.Я.,12.12.2012,18.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 1/",,,,94,Партія регіонів,1,"освіта вища,<br>Прем’єр-міністр України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 1.",http://itd.rada.gov.ua/mps/info/expage/805/8,http://static.rada.gov.ua/dep_img7/reg1.jpg,reg1,1,17.12.1947,Вища
15747,48,mp-d47_1_skl7,7,Азаров Олексій Миколайович,Олексій,Миколайович,Азаров,О.М.,12.12.2012,27.11.2014,"Виборчий округ № 47, Донецька область",Виборчий округ № 47,47,Донецька область,94,Партія регіонів,,"протягом останніх п’яти років проживає на території України,<br>освіта вища,<br>директор,<br>Міжнародний фонд сприяння інвестиціям,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15747/8,http://static.rada.gov.ua/dep_img7/d47_1.jpg,d47_1,1,13.07.1971,Вища
5457,393,mp-kpu6_skl7,7,Алексєєв Ігор Вікторович,Ігор,Вікторович,Алексєєв,І.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 6/",,,,5,Комуністична партія України,6,"освіта вища,<br>народний депутат України,<br>секретар Комітету Верховної Ради України у закордонних справах,<br>член Комуністичної партії України,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/expage/5457/8,http://static.rada.gov.ua/dep_img7/kpu6.jpg,kpu6,1,10.01.1960,Вища
15839,219,mp-d222_1_skl7,7,Андрієвський Дмитро Йосипович,Дмитро,Йосипович,Андрієвський,Д.Й.,12.12.2012,27.11.2014,"Виборчий округ № 222, м. Київ",Виборчий округ № 222,222,м. Київ,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"освіта вища,<br>голова ради директорів,<br>ТОВ ""Управляюча компанія ""Інтеко"",<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/expage/15839/8,http://static.rada.gov.ua/dep_img7/d222_1.jpg,d222_1,1,06.01.1967,Вища
12873,165,mp-d166_1_skl7,7,Апостол Михайло Володимирович,Михайло,Володимирович,Апостол,М.В.,12.12.2012,27.11.2014,"Виборчий округ № 166, Тернопільська область",Виборчий округ № 166,166,Тернопільська область,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"освіта вища,<br>голова,<br>фермерське господарство ""Апостол"",<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в селі Ласківці Теребовлянського району Тернопільської області,<br>судимість відсутня,<br>суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/expage/12873/8,http://static.rada.gov.ua/dep_img7/d166_1.jpg,d166_1,1,01.01.1961,Вища
11118,215,mp-d218_1_skl7,7,Ар'єв Володимир Ігорович,Володимир,Ігорович,Ар'єв,В.І.,12.12.2012,27.11.2014,"Виборчий округ № 218, м. Київ",Виборчий округ № 218,218,м. Київ,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/expage/11118/8,http://static.rada.gov.ua/dep_img7/d218_1.jpg,d218_1,1,31.03.1975,Вища
8718,271,mp-reg52_skl7,7,Аркаллаєв Нуруліслам Гаджиєвич,Нуруліслам,Гаджиєвич,Аркаллаєв,Н.Г.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 52/",,,,94,Партія регіонів,52,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>включений до виборчого списку під № 52.",http://itd.rada.gov.ua/mps/info/expage/8718/8,http://static.rada.gov.ua/dep_img7/reg52.jpg,reg52,1,19.01.1961,Вища
5584,203,mp-d206_1_skl7,7,Атрошенко Владислав Анатолійович,Владислав,Анатолійович,Атрошенко,В.А.,12.12.2012,27.11.2014,"Виборчий округ № 206, Чернігівська область",Виборчий округ № 206,206,Чернігівська область,0,Самовисування,,"освіта вища,<br>голова Наглядової ради,<br>ВАТ ""Хліб Києва"",<br>безпартійний,<br>проживає в місті Чернігові,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/5584/8,http://static.rada.gov.ua/dep_img7/d206_1.jpg,d206_1,1,05.12.1968,Вища
10624,405,mp-kpu18_skl7,7,Бідьовка Володимир Анатолійович,Володимир,Анатолійович,Бідьовка,В.А.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 18/",,,,5,Комуністична партія України,18,"освіта вища,<br>другий секретар Донецького обласного комітету Компартії України,<br>член Комуністичної партії України,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>включений до виборчого списку під № 18.",http://itd.rada.gov.ua/mps/info/expage/10624/8,http://static.rada.gov.ua/dep_img7/kpu18.jpg,kpu18,1,07.03.1981,Вища
8723,59,mp-d58_1_skl7,7,Білий Олексій Петрович,Олексій,Петрович,Білий,О.П.,12.12.2012,27.11.2014,"Виборчий округ № 58, Донецька область",Виборчий округ № 58,58,Донецька область,94,Партія регіонів,,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/8723/8,http://static.rada.gov.ua/dep_img7/d58_1.jpg,d58_1,1,01.05.1961,Вища
3471,179,mp-d180_1_skl7,7,Біловол Олександр Миколайович,Олександр,Миколайович,Біловол,О.М.,12.12.2012,27.11.2014,"Виборчий округ № 180, Харківська область",Виборчий округ № 180,180,Харківська область,94,Партія регіонів,,"освіта вища,<br>професор,<br>кафедра внутрішньої медицини № 1 та клінічної фармакології Харківського національного медичного університету,<br>член Партії регіонів,<br>проживає в місті Харкові,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/3471/8,http://static.rada.gov.ua/dep_img7/d180_1.jpg,d180_1,1,11.01.1962,Вища
15684,384,mp-ud31_skl7,7,Бєлькова Ольга Валентинівна,Ольга,Валентинівна,Бєлькова,О.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 31/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",31,"освіта вища,<br>менеджер проектів,<br>ТОВ ""Іст Ван"",<br>член Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 31.",http://itd.rada.gov.ua/mps/info/expage/15684/8,http://static.rada.gov.ua/dep_img7/ud31.jpg,ud31,2,16.06.1975,Вища
5424,270,mp-reg51_skl7,7,Баграєв Микола Георгійович,Микола,Георгійович,Баграєв,М.Г.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 51/",,,,94,Партія регіонів,51,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 51.",http://itd.rada.gov.ua/mps/info/expage/5424/8,http://static.rada.gov.ua/dep_img7/reg51.jpg,reg51,1,19.06.1964,Вища
17333,459,mp-d94_1_skl7,7,Бадаєв Руслан Геннадійович,Руслан,Геннадійович,Бадаєв,Р.Г.,15.01.2014,27.11.2014,"Виборчий округ № 94, Київська область",Виборчий округ № 94,94,Київська область,0,Самовисування,,"освіта вища,<br>голова наглядової ради,<br>ТОВ ""Гадячсир"",<br>член Партії регіонів,<br>проживає в селі Нові Безрадичі Обухівського району Київської області,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/17333/8,http://static.rada.gov.ua/dep_img7/d94_1.jpg,d94_1,1,01.05.1972,Вища
11739,411,mp-kpu24_skl7,7,Байдюк Лариса Макарівна,Лариса,Макарівна,Байдюк,Л.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 24/",,,,5,Комуністична партія України,24,"освіта вища,<br>помічник-консультант народного депутата України,<br>член Комуністичної партії України,<br>проживає в місті Севастополі,<br>судимість відсутня,<br>включена до виборчого списку під № 24.",http://itd.rada.gov.ua/mps/info/expage/11739/8,http://static.rada.gov.ua/dep_img7/kpu24.jpg,kpu24,2,26.02.1951,Вища
5521,51,mp-d50_1_skl7,7,Байсаров Леонід Володимирович,Леонід,Володимирович,Байсаров,Л.В.,12.12.2012,27.11.2014,"Виборчий округ № 50, Донецька область",Виборчий округ № 50,50,Донецька область,94,Партія регіонів,,"освіта вища,<br>генеральний директор,<br>ПАТ ""Шахтоуправління ""Покровське"",<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/5521/8,http://static.rada.gov.ua/dep_img7/d50_1.jpg,d50_1,1,19.06.1947,Вища
15694,407,mp-kpu20_skl7,7,Баландін Сергій Вікторович,Сергій,Вікторович,Баландін,С.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 20/",,,,5,Комуністична партія України,20,"освіта вища,<br>заступник начальника ремонтно-механічного цеху №1,<br>Публічне акціонерне об’єднання ""АрселорМиттал Кривий Ріг"",<br>член Комуністичної партії України,<br>проживає в місті Кривий Ріг Дніпропетровської області,<br>судимість відсутня,<br>включений до виборчого списку під № 20.",http://itd.rada.gov.ua/mps/info/expage/15694/8,http://static.rada.gov.ua/dep_img7/kpu20.jpg,kpu20,1,01.11.1973,Вища
15762,81,mp-d80_1_skl7,7,Балицький Євген Віталійович,Євген,Віталійович,Балицький,Є.В.,12.12.2012,27.11.2014,"Виборчий округ № 80, Запорізька область",Виборчий округ № 80,80,Запорізька область,94,Партія регіонів,,"освіта вища,<br>заступник директора з економіки,<br>ТОВ ""Мелітопольський автогідроагрегат"",<br>член Партії регіонів,<br>проживає в місті Мелітополь Запорізької області,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15762/8,http://static.rada.gov.ua/dep_img7/d80_1.jpg,d80_1,1,10.12.1969,Вища
5566,70,mp-d69_1_skl7,7,Балога Віктор Іванович,Віктор,Іванович,Балога,В.І.,12.12.2012,27.11.2014,"Виборчий округ № 69, Закарпатська область",Виборчий округ № 69,69,Закарпатська область,192,Політична партія Єдиний Центр,,"освіта вища,<br>Міністр надзвичайних ситуацій України,<br>член політичної партії Єдиний Центр,<br>проживає в місті Мукачеве Закарпатської області,<br>судимість відсутня,<br>суб’єкт висування – політична партія Єдиний Центр.",http://itd.rada.gov.ua/mps/info/expage/5566/8,http://static.rada.gov.ua/dep_img7/d69_1.jpg,d69_1,1,15.06.1963,Вища
15757,464,mp-d71_1_skl7,7,Балога Павло Іванович,Павло,Іванович,Балога,П.І.,12.12.2012,27.11.2014,"Виборчий округ № 71, Закарпатська область",Виборчий округ № 71,71,Закарпатська область,192,Політична партія Єдиний Центр,,"освіта вища,<br>голова правління,<br>ТОВ ""Барва"",<br>член політичної партії Єдиний Центр,<br>проживає в місті Мукачеве Закарпатської області,<br>судимість відсутня,<br>суб’єкт висування – політична партія Єдиний Центр.",http://itd.rada.gov.ua/mps/info/expage/15757/8,http://static.rada.gov.ua/dep_img7/d71_1.jpg,d71_1,1,27.05.1977,Вища
15761,80,mp-d79_1_skl7,7,Бандуров Володимир Володимирович,Володимир,Володимирович,Бандуров,В.В.,12.12.2012,27.11.2014,"Виборчий округ № 79, Запорізька область",Виборчий округ № 79,79,Запорізька область,94,Партія регіонів,,"освіта вища,<br>заступник Міністра економічного розвитку і торгівлі України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15761/8,http://static.rada.gov.ua/dep_img7/d79_1.jpg,d79_1,1,06.05.1973,Вища
9776,140,mp-d141_1_skl7,7,Барвіненко Віталій Дмитрович,Віталій,Дмитрович,Барвіненко,В.Д.,12.12.2012,27.11.2014,"Виборчий округ № 141, Одеська область",Виборчий округ № 141,141,Одеська область,94,Партія регіонів,,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в селі Мізікевича Овідіопольського району Одеської області,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/9776/8,http://static.rada.gov.ua/dep_img7/d141_1.jpg,d141_1,1,03.06.1981,Вища
5520,43,mp-d42_1_skl7,7,Бахтеєва Тетяна Дмитрівна,Тетяна,Дмитрівна,Бахтеєва,Т.Д.,12.12.2012,27.11.2014,"Виборчий округ № 42, Донецька область",Виборчий округ № 42,42,Донецька область,94,Партія регіонів,,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/5520/8,http://static.rada.gov.ua/dep_img7/d42_1.jpg,d42_1,2,27.11.1953,Вища
15734,25,mp-d24_1_skl7,7,Безбах Яків Якович,Яків,Якович,Безбах,Я.Я.,12.12.2012,27.11.2014,"Виборчий округ № 24, Дніпропетровська область",Виборчий округ № 24,24,Дніпропетровська область,0,Самовисування,,"освіта вища,<br>помічник голови правління з соціальних питань,<br>ВАТ «ІНТЕРПАЙП Нижньодніпровський трубопрокатний завод»,<br>член Партії регіонів,<br>проживає в місті Дніпропетровську,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/15734/8,http://static.rada.gov.ua/dep_img7/d24_1.jpg,d24_1,1,08.09.1957,Вища
15699,421,mp-sv2_skl7,7,Бенюк Богдан Михайлович,Богдан,Михайлович,Бенюк,Б.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Свобода"" /№ у списку - 2/",,,,117,"Політична партія Всеукраїнське об'єднання ""Свобода""",2,"освіта вища,<br>актор,<br>Національний академічний драматичний театр ім. Івана Франка,<br>член політичної партії Всеукраїнське об’єднання ""Свобода"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 2.",http://itd.rada.gov.ua/mps/info/expage/15699/8,http://static.rada.gov.ua/dep_img7/sv2.jpg,sv2,1,26.05.1957,Вища
