id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education
2110,8888,mp-kpu17_skl5,5,Александровська Алла Олександрівна,Алла,Олександрівна,Александровська,А.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 17/",5,Комуністична партія України,17,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Харкові",http://itd.rada.gov.ua/mps/info/expage/2110/6,http://static.rada.gov.ua/dep_img5/kpu17.jpg,kpu17,2,07.12.1948,Вища
8688,9086,mp-reg179_skl5,5,Андрос Сергій Олександрович,Сергій,Олександрович,Андрос,С.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 179/",94,Партія регіонів,179,"член Партії регіонів,<br>освіта cередня,<br>директор товариства з обмеженою відповідальністю ""Метал-Союз Чернігів"",<br>проживає у місті Чернігові",http://itd.rada.gov.ua/mps/info/expage/8688/6,http://static.rada.gov.ua/dep_img5/reg179.jpg,reg179,1,11.01.1962,Середня
8689,8962,mp-but32_skl5,5,Антіпов Олег Миколайович,Олег,Миколайович,Антіпов,О.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 32/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",32,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>радник Генерального директора ВАТ ""Житомир-Авто"",<br>проживає у місті Бердичеві Житомирської області",http://itd.rada.gov.ua/mps/info/expage/8689/6,http://static.rada.gov.ua/dep_img5/but32.jpg,but32,1,17.02.1951,Вища
8716,9016,mp-reg122_skl5,5,Антемюк Анатолій Дмитрович,Анатолій,Дмитрович,Антемюк,А.Д.,,25.05.2006,09.05.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 122/",94,Партія регіонів,122,"член Партії регіонів,<br>освіта вища,<br>президент благодійного фонду ""Довіра"",<br>проживає у місті Вінниці",http://itd.rada.gov.ua/mps/info/expage/8716/6,http://static.rada.gov.ua/dep_img5/reg122.jpg,reg122,1,31.05.1979,Вища
3148,9087,mp-reg126_skl5,5,Антипенко Ірина Вікторівна,Ірина,Вікторівна,Антипенко,І.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 126/",94,Партія регіонів,126,"безпартійна,<br>освіта вища,<br>помічник-консультант народного депутата України,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/3148/6,http://static.rada.gov.ua/dep_img5/reg126.jpg,reg126,2,09.05.1961,Вища
8717,8792,mp-nu56_skl5,5,Аржевітін Станіслав Михайлович,Станіслав,Михайлович,Аржевітін,С.М.,,25.05.2006,15.06.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 56/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",56,"безпартійний,<br>освіта вища,<br>заступник Міністра  з питань надзвичайних ситуацій та у справах захисту населення від наслідків Чорнобильської катастрофи,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8717/6,http://static.rada.gov.ua/dep_img5/nu56.jpg,nu56,1,14.06.1961,Вища
8718,8778,mp-reg72_skl5,5,Аркаллаєв Нуруліслам Гаджиєвич,Нуруліслам,Гаджиєвич,Аркаллаєв,Н.Г.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 72/",94,Партія регіонів,72,"член Партії регіонів,<br>освіта вища,<br>тимчасово не працює,<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8718/6,http://static.rada.gov.ua/dep_img5/reg72.jpg,reg72,1,19.01.1961,Вища
5556,9129,mp-nu55_skl5,5,Артеменко Юрій Анатолійович,Юрій,Анатолійович,Артеменко,Ю.А.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 55/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",55,"член Політичної партії ""Народний Союз Наша Україна"",<br>освіта вища,<br>тимчасово не працює,<br>проживає у місті Запоріжжі",http://itd.rada.gov.ua/mps/info/expage/5556/6,http://static.rada.gov.ua/dep_img5/nu55.jpg,nu55,1,28.02.1963,Вища
8719,8800,mp-reg7_skl5,5,Ахметов Рінат Леонідович,Рінат,Леонідович,Ахметов,Р.Л.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 7/",94,Партія регіонів,7,"член Партії регіонів,<br>освіта вища,<br>президент закритого акціонерного товариства ""Футбольний клуб ""Шахтар"" (Донецьк)"",<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8719/6,http://static.rada.gov.ua/dep_img5/reg7.jpg,reg7,1,21.09.1966,Вища
8722,9088,mp-reg178_skl5,5,Біба Василь Тимофійович,Василь,Тимофійович,Біба,В.Т.,,25.05.2006,24.05.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 178/",94,Партія регіонів,178,"член Партії регіонів,<br>освіта вища,<br>генеральний директор товариства з обмеженою відповідальністю ""Виробниче підприємство ""Побутрембудматеріали"",<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8722/6,http://static.rada.gov.ua/dep_img5/reg178.jpg,reg178,1,07.01.1948,Вища
10427,9185,mp-reg207_skl5,5,Білаш Борис Федорович,Борис,Федорович,Білаш,Б.Ф.,,20.02.2007,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 207/",94,Партія регіонів,207,"безпартійний ,<br>освіта вища,<br>пенсіонер,<br>проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/10427/6,http://static.rada.gov.ua/dep_img5/reg207.jpg,reg207,1,01.08.1941,Вища
8723,9089,mp-reg31_skl5,5,Білий Олексій Петрович,Олексій,Петрович,Білий,О.П.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 31/",94,Партія регіонів,31,"член Партії регіонів,<br>освіта вища,<br>генеральний директор відкритого акціонерного товариства ""Металургійний комбінат ""Азовсталь"",<br>проживає у місті Маріуполі Донецької області",http://itd.rada.gov.ua/mps/info/expage/8723/6,http://static.rada.gov.ua/dep_img5/reg31.jpg,reg31,1,01.05.1961,Вища
5503,8949,mp-nu19_skl5,5,Білозір Оксана Володимирівна,Оксана,Володимирівна,Білозір,О.В.,,25.05.2006,08.06.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 19/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",19,"член Політичної партії ""Народний Союз Наша Україна"",<br>освіта вища,<br>професор кафедри естрадного співу Київського національного університету культури і мистецтв,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5503/6,http://static.rada.gov.ua/dep_img5/nu19.jpg,nu19,2,30.05.1957,Вища
2083,8798,mp-but11_skl5,5,Білорус Олег Григорович,Олег,Григорович,Білорус,О.Г.,,25.05.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 11/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",11,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України  IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/2083/6,http://static.rada.gov.ua/dep_img5/but11.jpg,but11,1,14.10.1939,Вища
4403,8754,mp-but111_skl5,5,Бірюк Лев Васильович,Лев,Васильович,Бірюк,Л.В.,,25.05.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 111/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",111,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Хмельницькому",http://itd.rada.gov.ua/mps/info/expage/4403/6,http://static.rada.gov.ua/dep_img5/but111.jpg,but111,1,31.05.1946,Вища
2337,8921,mp-kpu21_skl5,5,Бабурін Олексій Васильович,Олексій,Васильович,Бабурін,О.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 21/",5,Комуністична партія України,21,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Запоріжжі",http://itd.rada.gov.ua/mps/info/expage/2337/6,http://static.rada.gov.ua/dep_img5/kpu21.jpg,kpu21,1,11.01.1949,Вища
5424,8847,mp-but45_skl5,5,Баграєв Микола Георгійович,Микола,Георгійович,Баграєв,М.Г.,,25.05.2006,14.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 45/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",45,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5424/6,http://static.rada.gov.ua/dep_img5/but45.jpg,but45,1,19.06.1964,Вища
4270,8716,mp-spu20_skl5,5,Баранівський Олександр Петрович,Олександр,Петрович,Баранівський,О.П.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 20/",2,Соціалістична партія України,20,"член Соціалістичної партії України,<br>освіта вища,<br>Міністр аграрної політики України,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/4270/6,http://static.rada.gov.ua/dep_img5/spu20.jpg,spu20,1,28.03.1955,Вища
5520,9130,mp-reg33_skl5,5,Бахтеєва Тетяна Дмитрівна,Тетяна,Дмитрівна,Бахтеєва,Т.Д.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 33/",94,Партія регіонів,33,"член Партії регіонів,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/5520/6,http://static.rada.gov.ua/dep_img5/reg33.jpg,reg33,2,27.11.1953,Вища
8720,9131,mp-reg60_skl5,5,Бевзенко Валерій Федорович,Валерій,Федорович,Бевзенко,В.Ф.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 60/",94,Партія регіонів,60,"член Партії регіонів,<br>освіта вища,<br>голова наглядової ради закритого акціонерного товариства ""КЕРАМЕТ"",<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8720/6,http://static.rada.gov.ua/dep_img5/reg60.jpg,reg60,1,20.05.1946,Вища
665,8749,mp-nu23_skl5,5,Безсмертний Роман Петрович,Роман,Петрович,Безсмертний,Р.П.,,25.05.2006,15.06.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 23/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",23,"член Політичної партії ""Народний Союз Наша Україна"",<br>освіта вища,<br> Голова Ради Політичної партії ""Народний Союз Наша Україна"",<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/665/6,http://static.rada.gov.ua/dep_img5/nu23.jpg,nu23,1,15.11.1965,Вища
8721,8844,mp-reg155_skl5,5,Берташ Василь Михайлович,Василь,Михайлович,Берташ,В.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 155/",94,Партія регіонів,155,"член Партії регіонів,<br>освіта вища,<br>тимчасово не працює,<br>проживає у місті Рівному",http://itd.rada.gov.ua/mps/info/expage/8721/6,http://static.rada.gov.ua/dep_img5/reg155.jpg,reg155,1,07.01.1961,Вища
2174,8751,mp-nu15_skl5,5,Беспалий Борис Якович,Борис,Якович,Беспалий,Б.Я.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 15/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",15,"член Політичної партії ""Народний Союз Наша Україна"",<br>освіта вища,<br>народний депутат України  IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/2174/6,http://static.rada.gov.ua/dep_img5/nu15.jpg,nu15,1,25.05.1953,Вища
5508,9169,mp-nu83_skl5,5,Бичков Сергій Анатолійович,Сергій,Анатолійович,Бичков,С.А.,,14.09.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 83/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",83,"член Політичної партії ""Народний Союз Наша Україна"",<br>освіта вища,<br>народний депутат України  IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5508/6,http://static.rada.gov.ua/dep_img5/nu83.jpg,nu83,1,21.07.1961,Вища
3469,8940,mp-reg6_skl5,5,Богатирьова Раїса Василівна,Раїса,Василівна,Богатирьова,Р.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 6/",94,Партія регіонів,6,"член Партії регіонів,<br>освіта вища,<br>народний депутат України  IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/3469/6,http://static.rada.gov.ua/dep_img5/reg6.jpg,reg6,2,06.01.1953,Вища
9778,9170,mp-spu34_skl5,5,Богачук Василь Степанович,Василь,Степанович,Богачук,В.С.,,14.09.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 34/",2,Соціалістична партія України,34,"член Соціалістичної партії України,<br>освіта вища,<br>помічник-консультант народного депутата України,<br> проживає у місті Тернополі",http://itd.rada.gov.ua/mps/info/expage/9778/6,http://static.rada.gov.ua/dep_img5/spu34.jpg,spu34,1,10.01.1962,Вища
3951,9132,mp-nu76_skl5,5,Богашева Наталія Владиславівна,Наталія,Владиславівна,Богашева,Н.В.,,25.05.2006,15.06.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 76/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",76,"член Політичної партії ""Народний Союз Наша Україна"",<br>освіта вища,<br>помічник-консультант народного депутата України,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/3951/6,http://static.rada.gov.ua/dep_img5/nu76.jpg,nu76,2,17.12.1960,Вища
8725,8883,mp-reg5_skl5,5,Богуслаєв Вячеслав Олександрович,Вячеслав,Олександрович,Богуслаєв,В.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 5/",94,Партія регіонів,5,"член Партії регіонів,<br>освіта вища,<br>генеральний директор відкритого акціонерного товариства ""Мотор Січ"",<br>проживає у селі Сонячному-2 Запорізького району Запорізької області",http://itd.rada.gov.ua/mps/info/expage/8725/6,http://static.rada.gov.ua/dep_img5/reg5.jpg,reg5,1,28.10.1938,Вища
4048,8961,mp-but126_skl5,5,Боднар Ольга Борисівна,Ольга,Борисівна,Боднар,О.Б.,,25.05.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 126/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",126,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>завідувач секретаріату депутатської фракції ""Блок Юлії Тимошенко у Верховній Раді України"",<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/4048/6,http://static.rada.gov.ua/dep_img5/but126.jpg,but126,2,19.02.1965,Вища
5471,8878,mp-spu8_skl5,5,Бойко Володимир Семенович,Володимир,Семенович,Бойко,В.С.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 8/",2,Соціалістична партія України,8,"безпартійний,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Маріуполі Донецької області",http://itd.rada.gov.ua/mps/info/expage/5471/6,http://static.rada.gov.ua/dep_img5/spu8.jpg,spu8,1,20.09.1938,Вища
