id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_text,party_id,party_name,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,college,old_profession,posts_text,factions_text,resignation_text
114601,mp-d146_skl1,1,Островський Зіновій Васильович,Зіновій,Васильович,Островський,З.В.,,15.05.1990,10.05.1994,"Ясинуватський виборчий округ № 146, Донецька область",Ясинуватський виборчий округ № 146,146,Донецька область,Член КПРС; депутат міської Ради,5,Комуністична партія України,"Народився 13.02.1940 року, в с. Городище, Горохівського р-ону, Волинської обл., в сім'ї робітників, українець, освіта інженер-технолог, Дніпропетровський металургійний інститут.\n1957 Студент Дніпропетровського металургійного інституту.\n1963 Помічник майстра, майстер, заст.нач. цеху, головний інженер Горлівського коксо-хімічного заводу Донецька обл.\n1976 Начальник цеху, заст. начальника відділу Рівненського ВО ""Азот"".\n1978 нач. цеху, головний інженер-заступник директора Авдіївського коксо-хімічного заводу Донецька обл.\n1983 Головний інженер-заст. начальника республіканського промислового об'єднання ""Укркокс"" м. Дніпропетровськ.\n1985 Директор Авдіївського коксохімічного заводу ім.50-річчя СРСР.\nЧлен КПРС; депутат міської Ради.\nВисунутий кандидатом у народні депутати, трудовим колективом Авдіївського коксохімічного заводу ім.50-річчя СРСР.\n04.03.1990 обраний Народним депутатом України, 1-й тур 61.65% голосів, 4 претенденти.\nЧлен Комісії ВР України у питаннях законодавства і законності.\nКандидат в Народні депутати України Верховної Ради XIII скликання висунутий трудовим колективом 1-й тур -10.28% 3-тє місце з 11 претендентів.\nНагороджений орденом Трудового Червоного Прапора.\nОдружений, має троє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=114601,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D146.JPG,d146,1,13.02.1940,вища,Дніпропетровський металургійний інститут,інженер-технолог,Член Комісії ВР України у питаннях законодавства і законності,,
147001,mp-d147_skl1,1,Родигін Валерій Миколайович,Валерій,Миколайович,Родигін,В.М.,,15.05.1990,18.06.1992,"Амвросіївський виборчий округ № 147, Донецька область",Амвросіївський виборчий округ № 147,147,Донецька область,"Член КПРС, член РК, ОК КПУ; депутат районної, міської та обласної Рад",5,Комуністична партія України,"Народився 29.08.1949 року, на станції Кізнер, Кізнерського р-ону, Удмуртської АРСР, РРФСР, в сім'ї робітників, росіянин, освіта вища, вчений агроном, Мічурінський плодоовочевий інститут, Вищу партійну школу при ЦК Компартії України.\nСтудент Мічурінського плодоовочевого інституту.\nАгроном відділення радгоспу.\nЗаст. голови колгоспу.\nЗав. організаційним відділом Старобеш. РК КПУ.\nСлухач ВПШ при ЦК КПУ\nДругий секретар Старобеш. РК КПУ.\nІнспектор Донецького ОК КПУ.\nПерший секретар Амвросієвського РК КПУ\nГолова Амвросіївської райради народних депутатів, голова виконкому.\n1992 Представник Президента України в Амвросієвському р-оні.\n1994 Пенсіонер у зв'язку з інвалідністю.\nЧлен КПРС, член РК, ОК КПУ; депутат районної, міської та обласної Рад.\n18.03.1990 обраний Народним депутатом України, 2-й тур 49.67% голосів, 4 претендентів.\nЧлен Комісії ВР України з питань економічної реформи і управління народним господарством.\nСклав повноваження у зв'язку з призначенням Представником Президента України в Амвросієвському р-оні.\nОдружений, має двоє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=147001,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D147.JPG,d147,1,29.08.1949,вища,"Мічурінський плодоовочевий інститут, Вищу партійну школу при ЦК Компартії України",вчений агроном,Член Комісії ВР України з питань економічної реформи і управління народним господарством,,Склав повноваження у зв'язку з призначенням Представником Президента України в Амвросієвському р-оні
114701,mp-d147_1_skl1,1,Мартинов Анатолій Федорович,Анатолій,Федорович,Мартинов,А.Ф.,,14.12.1992,10.05.1994,"Амвросіївський виборчий округ № 147, Донецька область",Амвросіївський виборчий округ № 147,147,Донецька область,"Член КПРС (1980-1991), депутат районної ради",5,Комуністична партія України,"Народився 28.08.1946, с. Новомоісеєнськ Пролетар. р-ну Ростовської обл., в селянській родині, рос., освіта вища, вчений агроном, Луганський сільсько-господарський інститут.\n1961 -студент. Сальськ сільсько -господарського технікуму.\n1967 -помічник бригадира тракт. бригади, бригадир, мех., керівник відділу рисорадг. ім. Ленінського комсомолу Пролетар. р-ну Ростовської обл.\n1977 -зав. автогаражем, гідротехнік колгоспу ""Зоря"" Старобешів. р-ну Донец. обл.\n1986 -секретар парторг. радгоспу ""Авангард"" Старобешів. р-ну.\n1986 -директор радг. ""Бешівський"" Старобешів. р-ну.\n1994 -начальник управління сільського господарства і прод. Донецької обл.\n1996 -директор виробництва кампанії ""Каргілл"".\nЧлен КПРС (1980-1991), депутат районної ради.\nВисунутий кандидатом у народні депутати трудовим колективом радгоспу ""Бешівський"" Старобешівського р-ну.\n22.11.1992 -народний депутат Української РСР (1-й тур -64.1 %, 2 претенденти).\nЧлен Комісії ВР України з питань агропромислового комплексу.\nВходив до групи ""Центр"".\nОдружений, має трьох дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=114701,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D147_1.JPG,d147_1,1,28.08.1946,вища,Луганський сільсько-господарський інститут,вчений агроном,Член Комісії ВР України з питань агропромислового комплексу,"Входив до групи ""Центр""",
114801,mp-d148_skl1,1,Толстоухов Анатолій Володимирович,Анатолій,Володимирович,Толстоухов,А.В.,,15.05.1990,10.05.1994,"Волноваський виборчий округ № 148, Донецька область",Волноваський виборчий округ № 148,148,Донецька область,,0,Самовисування,"Народився 02.01.1956, м. Харцизьк Донец. обл. в родині роб., освіта вища, вчитель історії й англійської мови, Орловський державний педагогічний інститут, ВПШ при ЦК КПУ;\nодружений, 2-е дітей.\n1973 -студ. Орлов. держ. пед. ін-ту;\n1977 -вихователь в колонії для неповнолітніх, м. Орел РРФСР;\n1978 -дир. 8-річної шк., с. Красне;\n1979 -строкова військ. служба;\n1980 -вчитель ПТУ N 48,м. Зугрес Донец. обл.;\n1983 -лектор, інструктор від. агітації і пропаганди Харциз. МК КПУ;\n1986 -зав. від. соц. пит. редакції газ. ""Социалистическая Родина"", м. Харцизьк;\n1986 -слухач ВПШ, м. Київ;\n1988 -заст. ред. газ. ""Прапор праці"", м. Волноваха;\n1995 -заст. міністра КМ України з регіон.і громадсько-політ. пит.\nЧл. КПРС (1982-1991). секр. ком. ВЛКСМ дивізіону, чл. бюро РК КПУ, ген. дир. Укр. молодіжного агентства, заст. гол. координатор Трудового конгресу України, чл. Політвиконкому і Політради НДП.\nВисун. канд. у народні деп. пленумом Волноваського РК ЛКСМУ.\n18.03.1990 -нар. деп. Української РСР (2-й тур -60.45 %, 4 претенд.)\nСекретар Комісії ВР України у справах молоді.\nКанд. у нар. деп. України XІІІ скликання Верховної Ради, висун. труд. кол. (1-й тур -0.89 %, 12-е місце, 18 претенд.).",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=114801,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D148.JPG,d148,1,02.01.1956,вища,"Орловський державний педагогічний інститут, ВПШ при ЦК КПУ",вчитель історії й англійської мови,Секретар Комісії ВР України у справах молоді,,
114901,mp-d149_skl1,1,Герасименко Станіслав Дмитрович,Станіслав,Дмитрович,Герасименко,С.Д.,,15.05.1990,10.05.1994,"Красноармійський виборчий округ № 149, Донецька область",Красноармійський виборчий округ № 149,149,Донецька область,Член КПРС,5,Комуністична партія України,"Народився 14.07.1947 року, в с. Марьянка, Марьянського р-ону, Донецької обл., в сім'ї селян, українець, освіта вища, агроном, Українську сільськогосподарську академію.\n1962 Студент Донецького сільськогосподарського технікуму.\n1967 Бригадир-овочевник Новоселідовської фабрики с. Цукурине, Красноармійського р-ону.\n1967 Служба в Радянській Армії.\n1969 Бригадир колгоспу ім. Кірова Красноармійського р-ону.\n1977 Головний агроном, колгоспу ""Радянська Україна"".\n1984 Голова колгоспу ""Шлях Ілліча"" Красноармійського району\nЧлен КПРС.\n18.03.1990 обраний Народним депутатом України, 2-й тур 50.48% голосів, 4 претендентів.\nВходив до групи ""Земля і воля"".\nЧлен Комісії ВР України з питань будівництва, архітектури та житлово-комунального господарства.\nНагороджений орденом Трудового Червоного Прапора.\nОдружений, має дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=114901,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D149.JPG,d149,1,14.07.1947,вища,Українську сільськогосподарську академію,агроном,"Член Комісії ВР України з питань будівництва, архітектури та житлово-комунального господарства","Входив до групи ""Земля і воля""",
101501,mp-d15_skl1,1,Кислий Павло Степанович,Павло,Степанович,Кислий,П.С.,,15.05.1990,10.05.1994,"Промисловий виборчий округ № 15, м. Київ",Промисловий виборчий округ № 15,15,м. Київ,"Член КПРС 1976-90; голова районного товариства ""Знання"", голова товариства української мови ім. Т.Г. Шевченка інституту, член НРУ, один з організаторів Народного руху України, заст. голови Київської регіональної організації, голова колегії з питань освіти науки і культури; член ДемПУ",1,Народний Рух України,"Народився 05.03.1933 року, в с. Мала Олександрівка, Бориспільського р-ону, Київської обл. в сім'ї селян, українець, освіта вища, інженер-металург, Київський політехнічний інститут.\n1952 Студент Київського політехнічного інституту.\n1957 Інженер, ст. інженер, керівник групи, провідний інженер, молодший науковий співробітник, керівник відділу Інституту проблем матеріалознавства АН УРСР м. Київ.\n1977 Заст. директора Інституту надтвердих матеріалів АН УРСР м. Київ.\nЧлен КПРС 1976-90; голова районного товариства ""Знання"", голова товариства української мови ім. Т.Г. Шевченка інституту, член НРУ, один з організаторів Народного руху України, заст. голови Київської регіональної організації, голова колегії з питань освіти науки і культури; член ДемПУ.\nВисунутий кандидатом у народні депутати трудовим колективом Інституту надтвердих матеріалів АН УРСР.\n18.03.1990 обраний Народним депутатом України, 2-й тур 50.78% голосів, 5 претендентів.\nВходив до Народної ради, співголова Народної ради, член фракції Конгресу національно-демократичних сил.\nЗаступник Голови Комісії, Голова Комісії ВР України з питань народної освіти і науки.\nНагороджений орденом ""Знак Пошани"", медалями, лауреат премії ім. Соболевського, премії РМ СРСР; присвоєно звання ""Заслужений діяч науки і техніки України"".\nДоктор технічних наук, професор. Академік НАН України; академік Міжнародної Академії кераміки.\nОдружений, має двоє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=101501,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D15.JPG,d15,1,05.03.1933,вища,Київський політехнічний інститут,інженер-металург,"Заступник Голови Комісії, Голова Комісії ВР України з питань народної освіти і науки","Входив до Народної ради, співголова Народної ради, член фракції Конгресу національно-демократичних сил",
115001,mp-d150_skl1,1,Спаський Олександр Миколайович,Олександр,Миколайович,Спаський,О.М.,,15.05.1990,10.05.1994,"Мар'їнський виборчий округ № 150, Донецька область",Мар'їнський виборчий округ № 150,150,Донецька область,,0,Самовисування,"Народився в 1960 року, Донецька обл. в сім'ї робітників, освіта вища, лікар-педіатр, Донецький державний медичний інститут.\nСтудент Донецького державного медичного інституту\nГоловний лікар Новомихайлівської дільничої лікарні Мар'їнського району.\nВисунутий кандидатом у народні депутати, трудовим колективом\n04.03.1990 обраний Народним депутатом України, 1-й тур 63.11% голосів, 2 претенденти.\nЧлен Комісії ВР України у справах молоді.\nОдружений, має дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115001,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D150.JPG,d150,1,1960,вища,Донецький державний медичний інститут,лікар-педіатр,Член Комісії ВР України у справах молоді,,
147101,mp-d151_skl1,1,Сидоренко Микола Якович,Микола,Якович,Сидоренко,М.Я.,,15.05.1990,16.10.1990,"Новоазовський виборчий округ № 151, Донецька область",Новоазовський виборчий округ № 151,151,Донецька область,"Член КПРС, депутат обл. ради, президент Українського національного фонду підтримки підпр. і розвитку конкуренції",5,Комуністична партія України,"Народився 24.05.1947, українець, освіта вища, вчений-зоотехнік, Полтавський сільсько-господарський інститут, ВПШ при ЦК КПУ.\n1965 -слюсар з-ду ""Будмаш"", м. Слов'янськ.\n1966 -студент Полтавського сільсько -господарського інституту.\n1971 -молодший науковий співробітник, Донец. обл. сільсько-господарська дослідна станція.\n1973 -перший секретар Ясинуват. РК ЛКСМУ Донец. обл.\n1976 -голова колгоспу ""Жовтневий"" Ясинуват. р-ну.\n1978 -другий секретар Ясинуват. МК КПУ.\n1983 -голова виконкому Ясинуват. район, ради.\n1986 -заступник, перший заступник голови Донецького облагропрому.\n1988 -перший заступник гол. виконкому Донецької обл. ради.\n1989 -голова обл. ради агропром. формувань.\n1990 -голова держагропрому УРСР.\n1991 -голова держком. у сприянні малим підприємствам і підприємництву.\nЧлен КПРС, депутат обл. ради, президент Українського національного фонду підтримки підпр. і розвитку конкуренції.\nВисунутий кандидатом у народні депутати трудовим колективом колгоспу ім. Леніна Новоазовського р-ну, та колгоспу ім. Тельмана Тельманівського р-ну.\n18.03.1990 -народний депутат Української РСР (2-й тур -55.37 %, 3 претенденти).\nЗаступник Голови Комісії ВР України з питань агропромислового комплексу.\n07.1990 -склав повноваження у зв'язку з обранням на посаду голови Держагропрому УРСР.\nАкадемік Академії підпр. і менеджменту.\nНагороджений орденом Трудового Червоного Прапора, медаллю.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=147101,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D151.JPG,d151,1,24.05.1947,вища,"Полтавський сільсько-господарський інститут, ВПШ при ЦК КПУ",вчений-зоотехнік,Заступник Голови Комісії ВР України з питань агропромислового комплексу,,
115101,mp-d151_1_skl1,1,Рибін Олександр Миколайович,Олександр,Миколайович,Рибін,О.М.,,07.02.1991,10.05.1994,"Новоазовський виборчий округ № 151, Донецька область",Новоазовський виборчий округ № 151,151,Донецька область,Член КПРС 1975-91; депутат сільської Ради,5,Комуністична партія України,"Народився 12.06.1948 року, в с. Первомайське Новоазовського р-ону, Донецької обл. в сім'ї селян, українець освіта вища, агроном, Луганський сільськогосподарський інститут.\n1966 водій радг. ""Приморський"" Новоазовського р-ну.\n1967 строкова військова служба.\n1969 учень Кіровоградського сільсько-господ. технікуму.\n1972 агроном-насінник, секретар парткому радгоспу ""Приморський"".\n1979 заст. гол. правл. колг. ""Перемога"" Новоазовського р-ну.\n1980 дир. радг. ""Саханка"" Новоазовського р-ну.\n1986 Директор державного племінного заводу ім.Рози Люксембург Новоазовського району.\nЧлен КПРС 1975-91; депутат сільської Ради.\nВисунутий кандидатом у народні депутати, мешканцями с. Маркіно Новоазовського району.\n20.01.1991 обраний Народним депутатом України, 2-й тур, 48.5% голосів, 6 претендентів.\nВходив до групи ""Земля і воля"".\nЧлен Комісії ВР України з питань агропромислового комплексу.\nОдружений, має двоє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115101,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D151_1.JPG,d151_1,1,12.06.1948,вища,Луганський сільськогосподарський інститут,агроном,Член Комісії ВР України з питань агропромислового комплексу,"Входив до групи ""Земля і воля""",
115201,mp-d152_skl1,1,Дашивець Григорій Арсентійович,Григорій,Арсентійович,Дашивець,Г.А.,,15.05.1990,10.05.1994,"Слов'янський виборчий округ № 152, Донецька область",Слов'янський виборчий округ № 152,152,Донецька область,Член КПРС,5,Комуністична партія України,"Народився 25.01.1956 року, в с.Красноармійське, Донецької обл. в сім'ї селян, українець, освіта вища, зооінженер, Харківський зооветеринарний інститут.\n1973 Студент Харківського зооветеринарного інституту.\n1978 Служба в Радянській Армії.\n1980 Зав. фермою колгоспу ім. Мічуріна с. Красноармійське.\n1981 Головний зоотехнік, голова правління колгоспу ім. XXII з'їзду КПРС, нині колективне с/г підприємство ""Криничанське"".\nЧлен КПРС.\nВисунутий кандидатом у народні депутати, трудовим колективом колгоспу ім. XXII.\n18.03.1990 обраний Народним депутатом України, 2-й тур 72.17% голосів, 3 претендентів.\nВходив до групи ""Земля і воля"".\nЧлен Комісії ВР України з питань агропромислового комплексу.\nОдружений, має троє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115201,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D152.JPG,d152,1,25.01.1956,вища,Харківський зооветеринарний інститут,зооінженер,Член Комісії ВР України з питань агропромислового комплексу,"Входив до групи ""Земля і воля""",
115301,mp-d153_skl1,1,Зайко Яків Якович,Яків,Якович,Зайко,Я.Я.,,15.05.1990,10.05.1994,"Богунський виборчий округ № 153, Житомирська область",Богунський виборчий округ № 153,153,Житомирська область,,1,Народний Рух України,"Народився 04.04.1940 року, в с. Делятичі, Новогрудського р-ону, Гродненської обл., в сім'ї робітників, білорус, освіта вища, журналіст, Заочну вищу партійну школу при ЦК КПРС.\n1957 Бетонник, БМУN74 М. Житомир.\n1957 Учень Житомирського ТУ N 5.\n1959 Столяр БМУ N9 м.Бердянськ, Запорізької обл.\n1960 Столяр Житомирських ЦРММ.\n1962 Слюсар Житомирського льонокомбінату.\n1965 Зав. відділом газети ""Радянський шлях"" м. Бердичів, Житомирської обл.\n1967 Відповідальний секретар газети ""Промінь"" смт. Лугини Житомирської обл.\n1968 Редактор радіомовлення заводу ""Радіовимірювач"".\n1970 Зав. відділом газети ""Комсомольська Зірка"" м. Житомир.\n1973 Заст. редактора газети ""Зоря комунізму"" м. Житомир.\n1984 Редактор інформаційного вісника ""Новини Житомирщини"".\n1989 Журналіст журналістського кооперативу ""Посередник"", головний редактор газет ""Голос громадянина"", ""Трудовая Волинь"" м. Житомир.\nГолова клубу творчої молоді, голова літературної групи м. Житомир; член КПРС з 1969 року, виключений у 1988 році; член Спілки журналістів СРСР; голова Громадянського фронту Житомирщини; депутат ОР; голова Житомирської обласної асоціації фермерів, віце-президент Асоціації фермерів України; член Правління Асоціації народних депутатів України минулих скликань.\nВисунутий кандидатом у народні депутати трудовими колективами ВО ""Електровимірювач"", ВО каналізаційно-водопровідного господарства, виробничо-технічного вузла зв'язку м. Житомира.\n18.03.1990 обраний Народним депутатом України, 2-й тур 50.65% голосів, 13-21 претендент.\nВходив до Народної ради, фракція Народного руху України.\nЧлен Комісії ВР України з питань гласності та засобів масової інформації.\nОдружений, має п'ятеро дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115301,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D153.JPG,d153,1,04.04.1940,вища,Заочну вищу партійну школу при ЦК КПРС,журналіст,Член Комісії ВР України з питань гласності та засобів масової інформації,"Входив до Народної ради, фракція Народного руху України",
115401,mp-d154_skl1,1,Сугоняко Олександр Анатолійович,Олександр,Анатолійович,Сугоняко,О.А.,,15.05.1990,10.05.1994,"Корольовський виборчий округ № 154, м. Житомир",Корольовський виборчий округ № 154,154,м. Житомир,"Член КПРС; член СДПУ, член правління, голова; депутат міської Ради",5,Комуністична партія України,"Народився 24.04.1953 року, в с. Арапович Новгород-Сіверського р-ону, Чернігівської обл., в сім'ї селян, українець, освіта вища, радіоінженер, Вінницький філіал Київського політехнічного інституту.\n1970 Студент Вінницького філіалу Київського політехнічного інституту.\n1975 Робітник цеху регулювання електронних приладів заводу радіовиробів м. Кіровоград.\n1977 Служба в Радянській Армії.\n1979 Старший електрик шляхового зв'язку, старший інженер, начальник Житомирського цеху виробничого експлуатаційно-технічного вузла шляхового зв'язку.\n1981 Начальник Житомирського районного вузла зв'язку.\n1985 Ст. інженер, інженер економіст, викладач політекономії Житомирського філіалу Київського політехнічного інституту.\n1986 Учасник ліквідації наслідків аварії на Чорнобильській АЕС, командир роти зв'язку.\n1993 Президент Асоціації комерційних банків України.\nЧлен КПРС; член СДПУ, член правління, голова; депутат міської Ради.\nВисунутий кандидатом у в народні депутати трудовим колективом фабрики ""Мелодія"" м. Житомир.\n18.03.1990 обраний Народним депутатом України, 2-й тур 56.74% голосів, 9 претендентів.\nВходив до Народної ради.\nГолова підкомісії Комісії ВР України з питань економічної реформи і управління народним господарством.\nКандидат в Народні депутати України Верховної Ради XIII скликання, висунутий виборцями 1-й тур -12.07% 3-тє місце з 16-ти претендентів.\nНагороджений медаллю ""За доблестный труд"".\nОдружений, має двоє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115401,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D154.JPG,d154,1,24.04.1953,вища,Вінницький філіал Київського політехнічного інституту,радіоінженер,Голова підкомісії Комісії ВР України з питань економічної реформи і управління народним господарством,Входив до Народної ради,
115501,mp-d155_skl1,1,Мельничук Віталій Григорович,Віталій,Григорович,Мельничук,В.Г.,,15.05.1990,10.05.1994,"Промисловий виборчий округ № 155, м. Житомир",Промисловий виборчий округ № 155,155,м. Житомир,,1,Народний Рух України,"Народився 02.12.1953 року, в м. Коростень, Житомирської обл., в сім'ї робітників, українець, освіта вища, інженер-економіст, Київський інститут народного господарства імені Д.С.Коротченка.\n1969 Учень Київського будівельного технікуму.\n1973 Ст. технік Інституту організації будівництва і технології будівельних робіт.\n1973 Служба в Радянській Армії.\n1975 Студент Київського інженерно-будівельного інституту, переведений до Київського інституту народного господарства.\n1980 Ст. технік, інженер ЦНДПТІ організації і техніки управління м. Київ.\n1982 Аспірант Київського інституту народного господарства.\n1984 Молодший, старший науковий співробітник Українського філіалу НДІ праці, м. Київ.\n1987 Молодший науковий співробітник, асистент, викладач економіки Житомирського філіалу Київського політехнічного інституту.\n1989 Головний економіст заводу ""Вібросепаратор"" м. Житомир\n1990 Голова Житомирської міськради народних депутатів, голова виконкому.\n1992 Заст. керуючого акціонерним банком ""Полісся"" м. Житомир\n1993 Контрольна комісія ВР України з питань приватизації\n1994 Керівник групи радників в.о. Прем'єр-міністра України\n1995 Радник Прем'єр-міністра України\n1996 Радник голови ВР України з питань економічної політики\nВисунутий кандидатом у в народні депутати трудовими колективами з-дів ""Промавтоматика"", ""Електровимірювач"", ""Вібросепаратор"", м.Житомир.\n18.03.1990 обраний Народним депутатом України, 2-й тур 63.85% голосів, 9 претендентів.\nВходив до ""Народної ради"", фракція Народного руху України.\nЧлен Комісії ВР України з питань економічної реформи і управління народним господарством; Член Комісії ВР України з питань діяльності Рад народних депутатів, розвитку місцевого самоврядування.\nКандидат економічних наук.\nОдружений, має дитину.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115501,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D155.JPG,d155,1,02.12.1953,вища,Київський інститут народного господарства імені Д.С.Коротченка,інженер-економіст,"Член Комісії ВР України з питань економічної реформи і управління народним господарством; Член Комісії ВР України з питань діяльності Рад народних депутатів, розвитку місцевого самоврядування","Входив до ""Народної ради"", фракція Народного руху України",
115601,mp-d156_skl1,1,Хилюк Олексій Олексійович,Олексій,Олексійович,Хилюк,О.О.,,15.05.1990,10.05.1994,"Бердичівський виборчий округ № 156, Житомирська область",Бердичівський виборчий округ № 156,156,Житомирська область,"Член КПРС, 1979-91; депутат міської та обласної Рад",5,Комуністична партія України,"Народився 04.05.1951 року, в м. Бердичів, Житомирської обл., в сім'ї робітників, українець, освіта вища, інженер-механік, політолог, Київський технологічний інститут харчової промисловості, Київський інститут політології та соціального управління.\n1968 Студент Київський технологічний інститут харчової промисловості.\n1973 Інженер-механік молокозаводу.\n1975 Інженер-конструктор, головний інженер, директор Бердичівського м'ясокомбінату.\n1986 Пeрший заступник голови виконкому Бердичівської міської Ради народних депутатів.\n1987 Голова виконкому Бердичівської міської Ради.\n1991 Перший заступник голови виконкому Бердичівської міської Ради.\n1992 Голова Бердичівської міської Ради та виконкому.\nЧлен КПРС, 1979-91; депутат міської та обласної Рад.\nВисунутий кандидатом у народні депутати трудовими колективами Бердичівської взуттєвої фабрики, м'ясокомбінату, КЕЧ, міською радою ветеранів війни та праці, особовим складом В\Ч 46156, 43645, 44993, 56717, 33136, 32500, 42642.\n18.03.1990 обраний Народним депутатом України, 2-й тур 65.04% голосів, 5 претендентів.\nВходив до групи ""Рада"".\nЧлен Комісії ВР України з питань державного суверенітету, міжреспубліканських і міжнаціональних відносин.\nОдружений, має двоє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115601,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D156.JPG,d156,1,04.05.1951,вища,"Київський технологічний інститут харчової промисловості, Київський інститут політології та соціального управління","інженер-механік, політолог","Член Комісії ВР України з питань державного суверенітету, міжреспубліканських і міжнаціональних відносин","Входив до групи ""Рада""",
115701,mp-d157_skl1,1,Яценко Володимир Михайлович,Володимир,Михайлович,Яценко,В.М.,,15.05.1990,10.05.1994,"Коростенський виборчий округ № 157, Житомирська область",Коростенський виборчий округ № 157,157,Житомирська область,,0,Самовисування,"Народився 03.04.1951 року, ст. Кунцевська, Краснодарського краю, РРФСР, в сім'ї робітників, росіянин, освіта вища, інженер-механік.\nСтудент Ростовського-на-Дону інституту сільськогосподарського машинобудування.\nМайстер, ст. інженер-технолог, начальник планового бюро, начальник цеху заводу ""Жовтнева кузня"" м. Коростень.\nЗав. промислово-транспортним відділом, Другий, Перший секретар Коростенського МК КПУ.\nГолова Коростенської міської Ради.\n1994 Голова Комісії Верховної Ради України з питань Чорнобильської катастрофи\nВисунутий кандидатом у народні депутати пленумом Коростенського МК ЛКСМУ.\n18.03.1990 обраний Народним депутатом України, 2-й тур 54.40% голосів, 10 претендентів.\nВходив до групи ""За радянську суверенну Україну"".\nЗаступник Голови Комісії ВР України з питань Чорнобильської катастрофи.\n09.1994 Обраний Народним депутатом України Верховної Ради XIII скликання, 2-й тур, 52.1% голосів, 7 претендентів.\nОдружений, має двоє дітей.",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=115701,http://static.rada.gov.ua/zakon/new/DEPUTAT1/Foto/D157.JPG,d157,1,03.04.1951,вища,,інженер-механік,Заступник Голови Комісії ВР України з питань Чорнобильської катастрофи,"Входив до групи ""За радянську суверенну Україну""",
